date,drug_name,units_sold,category
2025-05-19,Albuterol_Inhaler,5,Respiratory
2025-05-20,Albuterol_Inhaler,12,Respiratory
2025-05-21,Albuterol_Inhaler,7,Respiratory
2025-05-22,Albuterol_Inhaler,13,Respiratory
2025-05-23,Albuterol_Inhaler,10,Respiratory
2025-05-24,Albuterol_Inhaler,6,Respiratory
2025-05-25,Albuterol_Inhaler,2,Respiratory
2025-05-26,Albuterol_Inhaler,3,Respiratory
2025-05-27,Albuterol_Inhaler,8,Respiratory
2025-05-28,Albuterol_Inhaler,1,Respiratory
2025-05-29,Albuterol_Inhaler,4,Respiratory
2025-05-30,Albuterol_Inhaler,9,Respiratory
2025-05-31,Albuterol_Inhaler,1,Respiratory
2025-06-01,Albuterol_Inhaler,3,Respiratory
2025-06-02,Albuterol_Inhaler,14,Respiratory
2025-06-03,Albuterol_Inhaler,8,Respiratory
2025-06-04,Albuterol_Inhaler,6,Respiratory
2025-06-05,Albuterol_Inhaler,6,Respiratory
2025-06-06,Albuterol_Inhaler,9,Respiratory
2025-06-07,Albuterol_Inhaler,4,Respiratory
2025-06-08,Albuterol_Inhaler,2,Respiratory
2025-06-09,Albuterol_Inhaler,5,Respiratory
2025-06-10,Albuterol_Inhaler,9,Respiratory
2025-06-11,Albuterol_Inhaler,6,Respiratory
2025-06-12,Albuterol_Inhaler,9,Respiratory
2025-06-13,Albuterol_Inhaler,12,Respiratory
2025-06-14,Albuterol_Inhaler,2,Respiratory
2025-06-15,Albuterol_Inhaler,2,Respiratory
2025-06-16,Albuterol_Inhaler,13,Respiratory
2025-06-17,Albuterol_Inhaler,13,Respiratory
2025-06-18,Albuterol_Inhaler,7,Respiratory
2025-06-19,Albuterol_Inhaler,5,Respiratory
2025-06-20,Albuterol_Inhaler,13,Respiratory
2025-06-21,Albuterol_Inhaler,2,Respiratory
2025-06-22,Albuterol_Inhaler,0,Respiratory
2025-06-23,Albuterol_Inhaler,11,Respiratory
2025-06-24,Albuterol_Inhaler,11,Respiratory
2025-06-25,Albuterol_Inhaler,9,Respiratory
2025-06-26,Albuterol_Inhaler,15,Respiratory
2025-06-27,Albuterol_Inhaler,11,Respiratory
2025-06-28,Albuterol_Inhaler,4,Respiratory
2025-06-29,Albuterol_Inhaler,2,Respiratory
2025-06-30,Albuterol_Inhaler,6,Respiratory
2025-07-01,Albuterol_Inhaler,12,Respiratory
2025-07-02,Albuterol_Inhaler,7,Respiratory
2025-07-03,Albuterol_Inhaler,10,Respiratory
2025-07-04,Albuterol_Inhaler,0,Respiratory
2025-07-05,Albuterol_Inhaler,3,Respiratory
2025-07-06,Albuterol_Inhaler,1,Respiratory
2025-07-07,Albuterol_Inhaler,5,Respiratory
2025-07-08,Albuterol_Inhaler,9,Respiratory
2025-07-09,Albuterol_Inhaler,10,Respiratory
2025-07-10,Albuterol_Inhaler,5,Respiratory
2025-07-11,Albuterol_Inhaler,10,Respiratory
2025-07-12,Albuterol_Inhaler,12,Respiratory
2025-07-13,Albuterol_Inhaler,3,Respiratory
2025-07-14,Albuterol_Inhaler,7,Respiratory
2025-07-15,Albuterol_Inhaler,8,Respiratory
2025-07-16,Albuterol_Inhaler,3,Respiratory
2025-07-17,Albuterol_Inhaler,3,Respiratory
2025-07-18,Albuterol_Inhaler,6,Respiratory
2025-07-19,Albuterol_Inhaler,1,Respiratory
2025-07-20,Albuterol_Inhaler,6,Respiratory
2025-07-21,Albuterol_Inhaler,7,Respiratory
2025-07-22,Albuterol_Inhaler,5,Respiratory
2025-07-23,Albuterol_Inhaler,3,Respiratory
2025-07-24,Albuterol_Inhaler,11,Respiratory
2025-07-25,Albuterol_Inhaler,11,Respiratory
2025-07-26,Albuterol_Inhaler,8,Respiratory
2025-07-27,Albuterol_Inhaler,3,Respiratory
2025-07-28,Albuterol_Inhaler,6,Respiratory
2025-07-29,Albuterol_Inhaler,9,Respiratory
2025-07-30,Albuterol_Inhaler,10,Respiratory
2025-07-31,Albuterol_Inhaler,12,Respiratory
2025-08-01,Albuterol_Inhaler,7,Respiratory
2025-08-02,Albuterol_Inhaler,5,Respiratory
2025-08-03,Albuterol_Inhaler,1,Respiratory
2025-08-04,Albuterol_Inhaler,7,Respiratory
2025-08-05,Albuterol_Inhaler,10,Respiratory
2025-08-06,Albuterol_Inhaler,7,Respiratory
2025-08-07,Albuterol_Inhaler,9,Respiratory
2025-08-08,Albuterol_Inhaler,5,Respiratory
2025-08-09,Albuterol_Inhaler,3,Respiratory
2025-08-10,Albuterol_Inhaler,5,Respiratory
2025-08-11,Albuterol_Inhaler,7,Respiratory
2025-08-12,Albuterol_Inhaler,9,Respiratory
2025-08-13,Albuterol_Inhaler,4,Respiratory
2025-08-14,Albuterol_Inhaler,6,Respiratory
2025-08-15,Albuterol_Inhaler,10,Respiratory
2025-08-16,Albuterol_Inhaler,4,Respiratory
2025-08-17,Albuterol_Inhaler,1,Respiratory
2025-08-18,Albuterol_Inhaler,9,Respiratory
2025-08-19,Albuterol_Inhaler,9,Respiratory
2025-08-20,Albuterol_Inhaler,10,Respiratory
2025-08-21,Albuterol_Inhaler,15,Respiratory
2025-08-22,Albuterol_Inhaler,11,Respiratory
2025-08-23,Albuterol_Inhaler,7,Respiratory
2025-08-24,Albuterol_Inhaler,2,Respiratory
2025-08-25,Albuterol_Inhaler,9,Respiratory
2025-08-26,Albuterol_Inhaler,6,Respiratory
2025-08-27,Albuterol_Inhaler,6,Respiratory
2025-08-28,Albuterol_Inhaler,7,Respiratory
2025-08-29,Albuterol_Inhaler,11,Respiratory
2025-08-30,Albuterol_Inhaler,3,Respiratory
2025-08-31,Albuterol_Inhaler,2,Respiratory
2025-09-01,Albuterol_Inhaler,1,Respiratory
2025-09-02,Albuterol_Inhaler,13,Respiratory
2025-09-03,Albuterol_Inhaler,10,Respiratory
2025-09-04,Albuterol_Inhaler,7,Respiratory
2025-09-05,Albuterol_Inhaler,9,Respiratory
2025-09-06,Albuterol_Inhaler,4,Respiratory
2025-09-07,Albuterol_Inhaler,3,Respiratory
2025-09-08,Albuterol_Inhaler,5,Respiratory
2025-09-09,Albuterol_Inhaler,8,Respiratory
2025-09-10,Albuterol_Inhaler,7,Respiratory
2025-09-11,Albuterol_Inhaler,12,Respiratory
2025-09-12,Albuterol_Inhaler,14,Respiratory
2025-09-13,Albuterol_Inhaler,5,Respiratory
2025-09-14,Albuterol_Inhaler,6,Respiratory
2025-09-15,Albuterol_Inhaler,6,Respiratory
2025-09-16,Albuterol_Inhaler,12,Respiratory
2025-09-17,Albuterol_Inhaler,12,Respiratory
2025-09-18,Albuterol_Inhaler,7,Respiratory
2025-09-19,Albuterol_Inhaler,9,Respiratory
2025-09-20,Albuterol_Inhaler,3,Respiratory
2025-09-21,Albuterol_Inhaler,2,Respiratory
2025-09-22,Albuterol_Inhaler,15,Respiratory
2025-09-23,Albuterol_Inhaler,10,Respiratory
2025-09-24,Albuterol_Inhaler,10,Respiratory
2025-09-25,Albuterol_Inhaler,7,Respiratory
2025-09-26,Albuterol_Inhaler,6,Respiratory
2025-09-27,Albuterol_Inhaler,3,Respiratory
2025-09-28,Albuterol_Inhaler,2,Respiratory
2025-09-29,Albuterol_Inhaler,8,Respiratory
2025-09-30,Albuterol_Inhaler,12,Respiratory
2025-10-01,Albuterol_Inhaler,13,Respiratory
2025-10-02,Albuterol_Inhaler,8,Respiratory
2025-10-03,Albuterol_Inhaler,12,Respiratory
2025-10-04,Albuterol_Inhaler,6,Respiratory
2025-10-05,Albuterol_Inhaler,2,Respiratory
2025-10-06,Albuterol_Inhaler,6,Respiratory
2025-10-07,Albuterol_Inhaler,12,Respiratory
2025-10-08,Albuterol_Inhaler,5,Respiratory
2025-10-09,Albuterol_Inhaler,8,Respiratory
2025-10-10,Albuterol_Inhaler,10,Respiratory
2025-10-11,Albuterol_Inhaler,11,Respiratory
2025-10-12,Albuterol_Inhaler,4,Respiratory
2025-10-13,Albuterol_Inhaler,3,Respiratory
2025-10-14,Albuterol_Inhaler,12,Respiratory
2025-10-15,Albuterol_Inhaler,3,Respiratory
2025-10-16,Albuterol_Inhaler,6,Respiratory
2025-10-17,Albuterol_Inhaler,10,Respiratory
2025-10-18,Albuterol_Inhaler,3,Respiratory
2025-10-19,Albuterol_Inhaler,2,Respiratory
2025-10-20,Albuterol_Inhaler,11,Respiratory
2025-10-21,Albuterol_Inhaler,10,Respiratory
2025-10-22,Albuterol_Inhaler,13,Respiratory
2025-10-23,Albuterol_Inhaler,12,Respiratory
2025-10-24,Albuterol_Inhaler,9,Respiratory
2025-10-25,Albuterol_Inhaler,5,Respiratory
2025-10-26,Albuterol_Inhaler,4,Respiratory
2025-10-27,Albuterol_Inhaler,6,Respiratory
2025-10-28,Albuterol_Inhaler,4,Respiratory
2025-10-29,Albuterol_Inhaler,8,Respiratory
2025-10-30,Albuterol_Inhaler,8,Respiratory
2025-10-31,Albuterol_Inhaler,11,Respiratory
2025-11-01,Albuterol_Inhaler,4,Respiratory
2025-11-02,Albuterol_Inhaler,4,Respiratory
2025-11-03,Albuterol_Inhaler,11,Respiratory
2025-11-04,Albuterol_Inhaler,15,Respiratory
2025-11-05,Albuterol_Inhaler,14,Respiratory
2025-11-06,Albuterol_Inhaler,13,Respiratory
2025-11-07,Albuterol_Inhaler,16,Respiratory
2025-11-08,Albuterol_Inhaler,11,Respiratory
2025-11-09,Albuterol_Inhaler,4,Respiratory
2025-11-10,Albuterol_Inhaler,15,Respiratory
2025-11-11,Albuterol_Inhaler,1,Respiratory
2025-11-12,Albuterol_Inhaler,10,Respiratory
2025-11-13,Albuterol_Inhaler,9,Respiratory
2025-11-14,Albuterol_Inhaler,10,Respiratory
2025-11-15,Albuterol_Inhaler,6,Respiratory
2025-11-16,Albuterol_Inhaler,4,Respiratory
2025-11-17,Albuterol_Inhaler,12,Respiratory
2025-11-18,Albuterol_Inhaler,13,Respiratory
2025-11-19,Albuterol_Inhaler,16,Respiratory
2025-11-20,Albuterol_Inhaler,18,Respiratory
2025-11-21,Albuterol_Inhaler,26,Respiratory
2025-11-22,Albuterol_Inhaler,5,Respiratory
2025-11-23,Albuterol_Inhaler,2,Respiratory
2025-11-24,Albuterol_Inhaler,16,Respiratory
2025-11-25,Albuterol_Inhaler,15,Respiratory
2025-11-26,Albuterol_Inhaler,23,Respiratory
2025-11-27,Albuterol_Inhaler,4,Respiratory
2025-11-28,Albuterol_Inhaler,8,Respiratory
2025-11-29,Albuterol_Inhaler,3,Respiratory
2025-11-30,Albuterol_Inhaler,3,Respiratory
2025-12-01,Albuterol_Inhaler,22,Respiratory
2025-12-02,Albuterol_Inhaler,15,Respiratory
2025-12-03,Albuterol_Inhaler,15,Respiratory
2025-12-04,Albuterol_Inhaler,11,Respiratory
2025-12-05,Albuterol_Inhaler,18,Respiratory
2025-12-06,Albuterol_Inhaler,8,Respiratory
2025-12-07,Albuterol_Inhaler,5,Respiratory
2025-12-08,Albuterol_Inhaler,13,Respiratory
2025-12-09,Albuterol_Inhaler,16,Respiratory
2025-12-10,Albuterol_Inhaler,14,Respiratory
2025-12-11,Albuterol_Inhaler,9,Respiratory
2025-12-12,Albuterol_Inhaler,17,Respiratory
2025-12-13,Albuterol_Inhaler,8,Respiratory
2025-12-14,Albuterol_Inhaler,4,Respiratory
2025-12-15,Albuterol_Inhaler,23,Respiratory
2025-12-16,Albuterol_Inhaler,15,Respiratory
2025-12-17,Albuterol_Inhaler,17,Respiratory
2025-12-18,Albuterol_Inhaler,13,Respiratory
2025-12-19,Albuterol_Inhaler,19,Respiratory
2025-12-20,Albuterol_Inhaler,5,Respiratory
2025-12-21,Albuterol_Inhaler,5,Respiratory
2025-12-22,Albuterol_Inhaler,21,Respiratory
2025-12-23,Albuterol_Inhaler,19,Respiratory
2025-12-24,Albuterol_Inhaler,24,Respiratory
2025-12-25,Albuterol_Inhaler,5,Respiratory
2025-12-26,Albuterol_Inhaler,13,Respiratory
2025-12-27,Albuterol_Inhaler,11,Respiratory
2025-12-28,Albuterol_Inhaler,5,Respiratory
2025-12-29,Albuterol_Inhaler,22,Respiratory
2025-12-30,Albuterol_Inhaler,16,Respiratory
2025-12-31,Albuterol_Inhaler,18,Respiratory
2026-01-01,Albuterol_Inhaler,2,Respiratory
2026-01-02,Albuterol_Inhaler,17,Respiratory
2026-01-03,Albuterol_Inhaler,8,Respiratory
2026-01-04,Albuterol_Inhaler,7,Respiratory
2026-01-05,Albuterol_Inhaler,15,Respiratory
2026-01-06,Albuterol_Inhaler,20,Respiratory
2026-01-07,Albuterol_Inhaler,16,Respiratory
2026-01-08,Albuterol_Inhaler,19,Respiratory
2026-01-09,Albuterol_Inhaler,18,Respiratory
2026-01-10,Albuterol_Inhaler,2,Respiratory
2026-01-11,Albuterol_Inhaler,6,Respiratory
2026-01-12,Albuterol_Inhaler,15,Respiratory
2026-01-13,Albuterol_Inhaler,21,Respiratory
2026-01-14,Albuterol_Inhaler,23,Respiratory
2026-01-15,Albuterol_Inhaler,22,Respiratory
2026-01-16,Albuterol_Inhaler,18,Respiratory
2026-01-17,Albuterol_Inhaler,6,Respiratory
2026-01-18,Albuterol_Inhaler,4,Respiratory
2026-01-19,Albuterol_Inhaler,10,Respiratory
2026-01-20,Albuterol_Inhaler,14,Respiratory
2026-01-21,Albuterol_Inhaler,13,Respiratory
2026-01-22,Albuterol_Inhaler,16,Respiratory
2026-01-23,Albuterol_Inhaler,15,Respiratory
2026-01-24,Albuterol_Inhaler,8,Respiratory
2026-01-25,Albuterol_Inhaler,3,Respiratory
2026-01-26,Albuterol_Inhaler,20,Respiratory
2026-01-27,Albuterol_Inhaler,16,Respiratory
2026-01-28,Albuterol_Inhaler,6,Respiratory
2026-01-29,Albuterol_Inhaler,18,Respiratory
2026-01-30,Albuterol_Inhaler,20,Respiratory
2026-01-31,Albuterol_Inhaler,10,Respiratory
2026-02-01,Albuterol_Inhaler,1,Respiratory
2026-02-02,Albuterol_Inhaler,16,Respiratory
2026-02-03,Albuterol_Inhaler,10,Respiratory
2026-02-04,Albuterol_Inhaler,14,Respiratory
2026-02-05,Albuterol_Inhaler,20,Respiratory
2026-02-06,Albuterol_Inhaler,11,Respiratory
2026-02-07,Albuterol_Inhaler,9,Respiratory
2026-02-08,Albuterol_Inhaler,5,Respiratory
2026-02-09,Albuterol_Inhaler,11,Respiratory
2026-02-10,Albuterol_Inhaler,13,Respiratory
2026-02-11,Albuterol_Inhaler,17,Respiratory
2026-02-12,Albuterol_Inhaler,9,Respiratory
2026-02-13,Albuterol_Inhaler,9,Respiratory
2026-02-14,Albuterol_Inhaler,17,Respiratory
2026-02-15,Albuterol_Inhaler,8,Respiratory
2026-02-16,Albuterol_Inhaler,4,Respiratory
2026-02-17,Albuterol_Inhaler,12,Respiratory
2026-02-18,Albuterol_Inhaler,18,Respiratory
2026-02-19,Albuterol_Inhaler,19,Respiratory
2026-02-20,Albuterol_Inhaler,22,Respiratory
2026-02-21,Albuterol_Inhaler,6,Respiratory
2026-02-22,Albuterol_Inhaler,6,Respiratory
2026-02-23,Albuterol_Inhaler,9,Respiratory
2026-02-24,Albuterol_Inhaler,12,Respiratory
2026-02-25,Albuterol_Inhaler,12,Respiratory
2026-02-26,Albuterol_Inhaler,19,Respiratory
2024-01-01,Cetirizine_10mg,3,Allergy
2024-01-02,Cetirizine_10mg,16,Allergy
2024-01-03,Cetirizine_10mg,7,Allergy
2024-01-04,Cetirizine_10mg,6,Allergy
2024-01-05,Cetirizine_10mg,8,Allergy
2024-01-06,Cetirizine_10mg,2,Allergy
2024-01-07,Cetirizine_10mg,0,Allergy
2024-01-08,Cetirizine_10mg,3,Allergy
2024-01-09,Cetirizine_10mg,1,Allergy
2024-01-10,Cetirizine_10mg,5,Allergy
2024-01-11,Cetirizine_10mg,10,Allergy
2024-01-12,Cetirizine_10mg,10,Allergy
2024-01-13,Cetirizine_10mg,5,Allergy
2024-01-14,Cetirizine_10mg,1,Allergy
2024-01-15,Cetirizine_10mg,1,Allergy
2024-01-16,Cetirizine_10mg,5,Allergy
2024-01-17,Cetirizine_10mg,8,Allergy
2024-01-18,Cetirizine_10mg,8,Allergy
2024-01-19,Cetirizine_10mg,5,Allergy
2024-01-20,Cetirizine_10mg,3,Allergy
2024-01-21,Cetirizine_10mg,2,Allergy
2024-01-22,Cetirizine_10mg,13,Allergy
2024-01-23,Cetirizine_10mg,8,Allergy
2024-01-24,Cetirizine_10mg,13,Allergy
2024-01-25,Cetirizine_10mg,7,Allergy
2024-01-26,Cetirizine_10mg,13,Allergy
2024-01-27,Cetirizine_10mg,6,Allergy
2024-01-28,Cetirizine_10mg,2,Allergy
2024-01-29,Cetirizine_10mg,10,Allergy
2024-01-30,Cetirizine_10mg,8,Allergy
2024-01-31,Cetirizine_10mg,13,Allergy
2024-02-01,Cetirizine_10mg,7,Allergy
2024-02-02,Cetirizine_10mg,10,Allergy
2024-02-03,Cetirizine_10mg,4,Allergy
2024-02-04,Cetirizine_10mg,4,Allergy
2024-02-05,Cetirizine_10mg,8,Allergy
2024-02-06,Cetirizine_10mg,7,Allergy
2024-02-07,Cetirizine_10mg,8,Allergy
2024-02-08,Cetirizine_10mg,5,Allergy
2024-02-09,Cetirizine_10mg,12,Allergy
2024-02-10,Cetirizine_10mg,5,Allergy
2024-02-11,Cetirizine_10mg,1,Allergy
2024-02-12,Cetirizine_10mg,10,Allergy
2024-02-13,Cetirizine_10mg,12,Allergy
2024-02-14,Cetirizine_10mg,6,Allergy
2024-02-15,Cetirizine_10mg,3,Allergy
2024-02-16,Cetirizine_10mg,7,Allergy
2024-02-17,Cetirizine_10mg,6,Allergy
2024-02-18,Cetirizine_10mg,3,Allergy
2024-02-19,Cetirizine_10mg,3,Allergy
2024-02-20,Cetirizine_10mg,9,Allergy
2024-02-21,Cetirizine_10mg,9,Allergy
2024-02-22,Cetirizine_10mg,10,Allergy
2024-02-23,Cetirizine_10mg,7,Allergy
2024-02-24,Cetirizine_10mg,6,Allergy
2024-02-25,Cetirizine_10mg,1,Allergy
2024-02-26,Cetirizine_10mg,6,Allergy
2024-02-27,Cetirizine_10mg,4,Allergy
2024-02-28,Cetirizine_10mg,14,Allergy
2024-02-29,Cetirizine_10mg,4,Allergy
2024-03-01,Cetirizine_10mg,18,Allergy
2024-03-02,Cetirizine_10mg,7,Allergy
2024-03-03,Cetirizine_10mg,5,Allergy
2024-03-04,Cetirizine_10mg,18,Allergy
2024-03-05,Cetirizine_10mg,14,Allergy
2024-03-06,Cetirizine_10mg,11,Allergy
2024-03-07,Cetirizine_10mg,15,Allergy
2024-03-08,Cetirizine_10mg,11,Allergy
2024-03-09,Cetirizine_10mg,2,Allergy
2024-03-10,Cetirizine_10mg,4,Allergy
2024-03-11,Cetirizine_10mg,17,Allergy
2024-03-12,Cetirizine_10mg,18,Allergy
2024-03-13,Cetirizine_10mg,10,Allergy
2024-03-14,Cetirizine_10mg,9,Allergy
2024-03-15,Cetirizine_10mg,16,Allergy
2024-03-16,Cetirizine_10mg,8,Allergy
2024-03-17,Cetirizine_10mg,7,Allergy
2024-03-18,Cetirizine_10mg,17,Allergy
2024-03-19,Cetirizine_10mg,25,Allergy
2024-03-20,Cetirizine_10mg,16,Allergy
2024-03-21,Cetirizine_10mg,14,Allergy
2024-03-22,Cetirizine_10mg,19,Allergy
2024-03-23,Cetirizine_10mg,8,Allergy
2024-03-24,Cetirizine_10mg,6,Allergy
2024-03-25,Cetirizine_10mg,25,Allergy
2024-03-26,Cetirizine_10mg,17,Allergy
2024-03-27,Cetirizine_10mg,14,Allergy
2024-03-28,Cetirizine_10mg,17,Allergy
2024-03-29,Cetirizine_10mg,15,Allergy
2024-03-30,Cetirizine_10mg,6,Allergy
2024-03-31,Cetirizine_10mg,1,Allergy
2024-04-01,Cetirizine_10mg,27,Allergy
2024-04-02,Cetirizine_10mg,13,Allergy
2024-04-03,Cetirizine_10mg,18,Allergy
2024-04-04,Cetirizine_10mg,25,Allergy
2024-04-05,Cetirizine_10mg,20,Allergy
2024-04-06,Cetirizine_10mg,12,Allergy
2024-04-07,Cetirizine_10mg,12,Allergy
2024-04-08,Cetirizine_10mg,22,Allergy
2024-04-09,Cetirizine_10mg,19,Allergy
2024-04-10,Cetirizine_10mg,27,Allergy
2024-04-11,Cetirizine_10mg,17,Allergy
2024-04-12,Cetirizine_10mg,27,Allergy
2024-04-13,Cetirizine_10mg,10,Allergy
2024-04-14,Cetirizine_10mg,4,Allergy
2024-04-15,Cetirizine_10mg,38,Allergy
2024-04-16,Cetirizine_10mg,18,Allergy
2024-04-17,Cetirizine_10mg,15,Allergy
2024-04-18,Cetirizine_10mg,16,Allergy
2024-04-19,Cetirizine_10mg,24,Allergy
2024-04-20,Cetirizine_10mg,6,Allergy
2024-04-21,Cetirizine_10mg,3,Allergy
2024-04-22,Cetirizine_10mg,20,Allergy
2024-04-23,Cetirizine_10mg,20,Allergy
2024-04-24,Cetirizine_10mg,22,Allergy
2024-04-25,Cetirizine_10mg,10,Allergy
2024-04-26,Cetirizine_10mg,28,Allergy
2024-04-27,Cetirizine_10mg,15,Allergy
2024-04-28,Cetirizine_10mg,4,Allergy
2024-04-29,Cetirizine_10mg,20,Allergy
2024-04-30,Cetirizine_10mg,24,Allergy
2024-05-01,Cetirizine_10mg,16,Allergy
2024-05-02,Cetirizine_10mg,18,Allergy
2024-05-03,Cetirizine_10mg,35,Allergy
2024-05-04,Cetirizine_10mg,11,Allergy
2024-05-05,Cetirizine_10mg,4,Allergy
2024-05-06,Cetirizine_10mg,24,Allergy
2024-05-07,Cetirizine_10mg,18,Allergy
2024-05-08,Cetirizine_10mg,18,Allergy
2024-05-09,Cetirizine_10mg,20,Allergy
2024-05-10,Cetirizine_10mg,25,Allergy
2024-05-11,Cetirizine_10mg,21,Allergy
2024-05-12,Cetirizine_10mg,6,Allergy
2024-05-13,Cetirizine_10mg,31,Allergy
2024-05-14,Cetirizine_10mg,18,Allergy
2024-05-15,Cetirizine_10mg,24,Allergy
2024-05-16,Cetirizine_10mg,16,Allergy
2024-05-17,Cetirizine_10mg,20,Allergy
2024-05-18,Cetirizine_10mg,17,Allergy
2024-05-19,Cetirizine_10mg,16,Allergy
2024-05-20,Cetirizine_10mg,35,Allergy
2024-05-21,Cetirizine_10mg,25,Allergy
2024-05-22,Cetirizine_10mg,16,Allergy
2024-05-23,Cetirizine_10mg,26,Allergy
2024-05-24,Cetirizine_10mg,25,Allergy
2024-05-25,Cetirizine_10mg,13,Allergy
2024-05-26,Cetirizine_10mg,10,Allergy
2024-05-27,Cetirizine_10mg,4,Allergy
2024-05-28,Cetirizine_10mg,21,Allergy
2024-05-29,Cetirizine_10mg,21,Allergy
2024-05-30,Cetirizine_10mg,20,Allergy
2024-05-31,Cetirizine_10mg,21,Allergy
2024-06-01,Cetirizine_10mg,9,Allergy
2024-06-02,Cetirizine_10mg,4,Allergy
2024-06-03,Cetirizine_10mg,16,Allergy
2024-06-04,Cetirizine_10mg,20,Allergy
2024-06-05,Cetirizine_10mg,20,Allergy
2024-06-06,Cetirizine_10mg,16,Allergy
2024-06-07,Cetirizine_10mg,22,Allergy
2024-06-08,Cetirizine_10mg,7,Allergy
2024-06-09,Cetirizine_10mg,5,Allergy
2024-06-10,Cetirizine_10mg,19,Allergy
2024-06-11,Cetirizine_10mg,19,Allergy
2024-06-12,Cetirizine_10mg,13,Allergy
2024-06-13,Cetirizine_10mg,13,Allergy
2024-06-14,Cetirizine_10mg,12,Allergy
2024-06-15,Cetirizine_10mg,11,Allergy
2024-06-16,Cetirizine_10mg,8,Allergy
2024-06-17,Cetirizine_10mg,28,Allergy
2024-06-18,Cetirizine_10mg,27,Allergy
2024-06-19,Cetirizine_10mg,2,Allergy
2024-06-20,Cetirizine_10mg,12,Allergy
2024-06-21,Cetirizine_10mg,18,Allergy
2024-06-22,Cetirizine_10mg,11,Allergy
2024-06-23,Cetirizine_10mg,4,Allergy
2024-06-24,Cetirizine_10mg,23,Allergy
2024-06-25,Cetirizine_10mg,18,Allergy
2024-06-26,Cetirizine_10mg,15,Allergy
2024-06-27,Cetirizine_10mg,19,Allergy
2024-06-28,Cetirizine_10mg,17,Allergy
2024-06-29,Cetirizine_10mg,12,Allergy
2024-06-30,Cetirizine_10mg,6,Allergy
2024-07-01,Cetirizine_10mg,10,Allergy
2024-07-02,Cetirizine_10mg,13,Allergy
2024-07-03,Cetirizine_10mg,15,Allergy
2024-07-04,Cetirizine_10mg,3,Allergy
2024-07-05,Cetirizine_10mg,12,Allergy
2024-07-06,Cetirizine_10mg,1,Allergy
2024-07-07,Cetirizine_10mg,3,Allergy
2024-07-08,Cetirizine_10mg,17,Allergy
2024-07-09,Cetirizine_10mg,15,Allergy
2024-07-10,Cetirizine_10mg,12,Allergy
2024-07-11,Cetirizine_10mg,10,Allergy
2024-07-12,Cetirizine_10mg,16,Allergy
2024-07-13,Cetirizine_10mg,8,Allergy
2024-07-14,Cetirizine_10mg,7,Allergy
2024-07-15,Cetirizine_10mg,14,Allergy
2024-07-16,Cetirizine_10mg,9,Allergy
2024-07-17,Cetirizine_10mg,12,Allergy
2024-07-18,Cetirizine_10mg,11,Allergy
2024-07-19,Cetirizine_10mg,14,Allergy
2024-07-20,Cetirizine_10mg,5,Allergy
2024-07-21,Cetirizine_10mg,7,Allergy
2024-07-22,Cetirizine_10mg,14,Allergy
2024-07-23,Cetirizine_10mg,11,Allergy
2024-07-24,Cetirizine_10mg,12,Allergy
2024-07-25,Cetirizine_10mg,15,Allergy
2024-07-26,Cetirizine_10mg,9,Allergy
2024-07-27,Cetirizine_10mg,9,Allergy
2024-07-28,Cetirizine_10mg,5,Allergy
2024-07-29,Cetirizine_10mg,19,Allergy
2024-07-30,Cetirizine_10mg,13,Allergy
2024-07-31,Cetirizine_10mg,17,Allergy
2024-08-01,Cetirizine_10mg,12,Allergy
2024-08-02,Cetirizine_10mg,11,Allergy
2024-08-03,Cetirizine_10mg,6,Allergy
2024-08-04,Cetirizine_10mg,3,Allergy
2024-08-05,Cetirizine_10mg,14,Allergy
2024-08-06,Cetirizine_10mg,22,Allergy
2024-08-07,Cetirizine_10mg,8,Allergy
2024-08-08,Cetirizine_10mg,15,Allergy
2024-08-09,Cetirizine_10mg,19,Allergy
2024-08-10,Cetirizine_10mg,2,Allergy
2024-08-11,Cetirizine_10mg,4,Allergy
2024-08-12,Cetirizine_10mg,14,Allergy
2024-08-13,Cetirizine_10mg,10,Allergy
2024-08-14,Cetirizine_10mg,12,Allergy
2024-08-15,Cetirizine_10mg,9,Allergy
2024-08-16,Cetirizine_10mg,12,Allergy
2024-08-17,Cetirizine_10mg,5,Allergy
2024-08-18,Cetirizine_10mg,1,Allergy
2024-08-19,Cetirizine_10mg,16,Allergy
2024-08-20,Cetirizine_10mg,14,Allergy
2024-08-21,Cetirizine_10mg,24,Allergy
2024-08-22,Cetirizine_10mg,12,Allergy
2024-08-23,Cetirizine_10mg,7,Allergy
2024-08-24,Cetirizine_10mg,9,Allergy
2024-08-25,Cetirizine_10mg,8,Allergy
2024-08-26,Cetirizine_10mg,14,Allergy
2024-08-27,Cetirizine_10mg,14,Allergy
2024-08-28,Cetirizine_10mg,11,Allergy
2024-08-29,Cetirizine_10mg,13,Allergy
2024-08-30,Cetirizine_10mg,12,Allergy
2024-08-31,Cetirizine_10mg,8,Allergy
2024-09-01,Cetirizine_10mg,2,Allergy
2024-09-02,Cetirizine_10mg,5,Allergy
2024-09-03,Cetirizine_10mg,20,Allergy
2024-09-04,Cetirizine_10mg,17,Allergy
2024-09-05,Cetirizine_10mg,14,Allergy
2024-09-06,Cetirizine_10mg,15,Allergy
2024-09-07,Cetirizine_10mg,7,Allergy
2024-09-08,Cetirizine_10mg,4,Allergy
