    INFO: 2026-03-09 18:03:28,315:               log.py:   20: Logging to C:\Projects\DATA622\Week1\Lab1\mdpdf.log
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 2, [3, '~5 Minutes | Print This Out ', 1, 139.20000000000002]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 3, [2, 'SLIDE 1 — Title (15 seconds)', 1, 180.40000000000003]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 4, [2, 'SLIDE 2 — The Problem (45 seconds)', 1, 286.00000000000006]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 5, [2, 'SLIDE 3 — Literature Review (45 seconds)', 1, 463.6000000000001]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 6, [2, 'SLIDE 4 — Why MAPE Is Not Enough (40 seconds)', 1, 665.2]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 7, [2, 'SLIDE 5 — Cost Functions (50 seconds)', 2, 212.8]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 8, [2, 'SLIDE 6 — Technical Architecture (40 seconds)', 2, 438.40000000000003]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 9, [2, 'SLIDE 7 — Who Else Is Doing This (30 seconds)', 2, 616.0]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 10, [2, 'SLIDE 8 — Evaluation ', 3, 116.80000000000001]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 11, [2, 'SLIDE 9 — Thank You (15 seconds)', 3, 234.40000000000003]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 12, [1, 'CHEAT SHEET: LIKELY QUESTIONS ', 3, 370.40000000000003]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 13, [2, 'Print This On The Back / Second Page', 3, 408.40000000000003]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 14, [3, 'Q1: ', 3, 453.6]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 15, [3, 'Q2: ', 3, 566.4]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 16, [3, 'Q3: ', 4, 72.0]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 17, [3, 'Q4: ', 4, 211.20000000000002]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 18, [3, 'Q5: ', 4, 336.0]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 19, [3, 'Q6: ', 4, 472.79999999999995]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 20, [3, 'Q7: ', 4, 597.5999999999999]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 21, [3, 'Q8: ', 5, 72.0]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 22, [3, 'Q9: ', 5, 196.8]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 23, [3, 'Q10: ', 5, 321.6]
   DEBUG: 2026-03-09 18:03:29,618:      pdf_renderer.py:   53: 24, [3, 'GENERAL TIPS FOR Q', 5, 446.4]
